"FIPS","PM2.5","CMR","civil_unemploy","median_HH_inc","femaleHH_ns_pct","vacant_HHunit","owner_occ_pct","eduattain_HS","pctfam_pover","population"
1001,9.14437214191371,421.482484954097,-0.289374000388893,0.56262449367117,0.567015146298014,-0.336273699052441,0.961942280768725,-0.078270661957514,-0.358415440120545,-0.235279676528104
1003,7.35794889017371,300.675912593778,-0.663053811914709,0.372349696052192,-0.2061964210887,1.58885088394146,0.79652358883463,-0.698122802606985,-0.467169420622988,0.0424282777845088
1005,8.24382314731441,407.769759139548,-0.588317849609545,-1.26263210152574,2.16676321675328,0.512694284752323,-0.0178453560716896,-0.284888042174004,2.07042345776736,-0.277284353773788
1009,10.3355702047113,321.960061727887,-0.43884592499922,-0.168255216751814,-0.819433181429887,-0.39606017678517,1.29277966463692,0.2464137926684,-0.285912786452249,-0.214172563032067
1011,9.08164084337621,437.275617741421,0.0843058111369217,-1.74787060980421,4.59304779027711,0.417035920379955,0.160297850626568,0.128346718258977,3.55672785796742,-0.327013666191217
1013,7.9152447310395,418.731546200987,1.72849698185051,-1.29608938301292,1.92680100618499,0.417035920379955,0.37661460161731,0.0250380281507316,1.85291549676247,-0.299212442988562
1015,9.49306589145409,458.842864160889,0.233777735747248,-0.543084696122609,0.647002549820777,-0.0612559014818834,-0.0941924446566562,-0.314404810776359,0.402862423396559,-0.0384234777886436
1017,8.85365991677636,435.216132264275,0.233777735747248,-0.769838723234051,1.71350126345762,-0.180828856947343,0.312992027796503,-0.329163195077537,0.747250028320963,-0.255626095739298
1021,8.67651683998965,454.503611280736,-0.663053811914709,-0.454584790253317,-0.126209017565936,0.142018122809398,1.15281000223114,0.216897024066044,0.439113750230707,-0.246985756881271
1023,7.49671174732135,412.061082287453,0.607457547273063,-1.30062230502086,1.34022671368473,0.78771208232288,1.66179059279759,0.0545547967530878,1.90729248701369,-0.314934415056805
1025,7.52921671790148,390.309570599094,0.981137358798878,-1.015803705522,1.26023931016196,0.488779693659231,1.01284033982537,0.497306325788424,1.43602523816977,-0.280645761349452
1027,8.4995633928625,350.239349749434,-0.289374000388893,-0.96216412842805,-0.126209017565936,0.0702743495301224,0.503859749258922,0.512064710089602,0.493490740481929,-0.319722483234609
1031,8.59016458846795,378.214536583476,-0.21463803808373,-0.338455645478489,0.300390467888802,-0.0014694237491536,-0.234162107062429,-1.19990786884703,0.203480125808746,-0.235440427018486
1033,9.20304771580754,375.380076991267,-0.43884592499922,-0.523010327230306,0.300390467888802,-0.252572630226619,0.312992027796503,-0.0635122776563359,0.167228798974598,-0.20280520692649
1039,8.43825529686145,403.879802387281,0.5327215849679,-1.12934260914943,0.0870907251614331,0.428993215926501,0.567482323079728,-0.196337736366937,0.710998701486815,-0.25261776513358
1043,10.2506991362479,414.693220432074,-0.737789774219872,-0.490416459458932,-0.606133438702518,0.0702743495301224,0.605655867372211,-0.343921579378716,-0.122781815698584,-0.138220826871091
1045,8.66958518485018,361.00164530626,0.5327215849679,-0.518261551793417,0.70032748550262,0.130060827262852,-1.13760265531788,-0.757156339811697,0.439113750230707,-0.219612244804811
1047,8.23943057221915,433.17502955075,1.57902505724018,-1.44945324428153,3.84649869073132,0.0702743495301224,-0.959459448619619,-0.107787430559869,3.0854606091235,-0.227546429722946
1049,10.1010042449076,404.30009360372,-0.289374000388893,-0.71911316743092,-0.286183824611463,-0.204743448040435,0.69472747072134,-0.0487538933551578,0.275982779477042,-0.175626891874064
